water,phy,cdom,spm,wind,depth
0,0.67,1.08,0.21,6.03,12.25
0,1.89,0.33,0.34,6.93,5.45
0,0.04,0.13,10.83,5.23,9.62
0,0.21,0.44,0.12,4.32,8.01
0,0.04,2.14,0.5,6.49,6.07
0,0.19,0.05,0.12,8.63,19.04
0,0.02,0.14,0.05,7.63,5.95
0,1.1,2.34,0.06,3.13,15
0,0.02,0.8,0.01,4.88,19.38
0,1,0.29,10.53,5.98,6.75
0,0.08,0.11,0.02,6.26,2.53
0,0.64,0.62,0.2,3.14,15.82
0,0.19,0.02,0.31,6.86,7.26
0,0.49,0.01,0.11,2.37,10.65
0,0.25,0.06,0.05,9.75,9.07
0,1.13,1.42,0.04,16.58,3.75
0,0.14,0.1,0.21,5.57,14.44
0,6.51,0.32,17.72,4.81,2.36
0,5.71,0.04,0.1,10.2,1.36
0,0.07,0.28,3.14,3.74,15.09
0,4.8,2.37,0.1,4.17,9.21
0,0.45,0.04,0.47,5.52,18.32
0,1.18,0.35,0.14,5.87,10.2
0,0.81,0.18,0.06,6.21,18.15
0,3.37,0.11,1.56,7.68,2.72
0,0.43,0.22,0.37,5.68,17.85
0,0.75,0.19,0.9,6.89,12.3
0,0.85,0.27,27.86,3.54,7.78
0,2.57,0.04,6.78,8.13,15.71
0,4.09,0.06,0.65,4.96,4.76
0,1.97,0.01,0.56,5.13,15.72
0,0.41,0.06,0.05,5.06,13.07
0,0.02,0.07,0.9,5.22,14.24
0,0.02,0.75,0.04,5.98,5.5
0,0.06,0.01,0.2,6.01,18.65
0,0.03,0.79,0.04,8.19,15.26
0,2.02,0.2,1.31,4.95,18.36
0,6.64,0.59,0.35,6.09,17.36
0,0.02,1.06,13.68,4.86,14.56
0,0.02,1.14,0.61,6.56,2.48
0,5.73,0.96,6.19,8.02,14.28
0,0.1,0.04,14.72,7.24,8
0,0.3,0.22,0.88,4.7,6.15
0,1.25,0.34,0.01,5.54,7.59
0,0.79,0.27,0.96,5.01,14.22
0,0.66,0.05,5.67,4.81,18.42
0,1.85,0.14,2.03,10.22,0.38
0,0.14,0.04,2.87,10.08,13.76
0,0.96,0.11,0.08,5.2,6.08
0,0.07,0.03,1.26,6.56,8.38
0,0.26,1.25,6.17,9.86,17.73
0,0.16,1.1,0.32,10.66,14.36
0,0.04,0.08,4.08,4.95,10.64
0,0.92,0.06,0.27,6.57,19.17
0,0.78,0.06,7.72,10.26,13.21
0,4.97,0.22,14.78,6.26,11.81
0,0.03,0.05,0.05,4.84,11.3
0,0.26,0.12,2.66,6.71,15.04
0,6.89,0.04,0.77,4.75,18.22
0,0.2,0.05,0.07,6.35,12.79
0,1.19,0.22,9.27,7.46,15.27
0,2.68,1.7,0.82,8.1,3.32
0,3.72,1.56,23.2,4.74,2.26
0,2.14,0.37,0.03,4.67,12.51
0,0.07,0.1,0.04,7.16,19.12
0,0.63,1.08,7.88,8.42,1.67
0,0.03,0.12,0.49,5.76,7.61
0,0.88,0.23,0.2,7.98,12.92
0,0.05,0.47,0.06,14.36,12.47
0,0.07,0.17,11.36,7.58,12.32
0,0.04,0.66,19.64,6.78,15.74
0,1.47,0.17,3.9,7.88,15.23
0,0.16,0.21,0.22,4.51,10.6
0,1.93,0.05,2.24,8.92,3.64
0,0.15,1.07,0.15,8.24,18.88
0,0.11,0.02,1.49,9.38,18.72
0,5,0.03,2.33,11.11,12.94
0,0.14,0.56,9.36,5.81,15.19
0,0.21,0.25,0.01,5.78,19.1
0,1.37,0.14,0.07,7.91,10.99
0,0.02,0.15,3.28,3.26,3.18
0,1.12,0.01,0.02,9.11,0.53
0,1.97,0.23,15.7,6.34,9.41
0,1.42,0.03,1.37,4.07,17.13
0,0.03,0.03,0.66,8.28,6.17
0,0.47,1.27,0.33,5.96,14.67
0,0.03,0.14,0.02,6.99,19.48
0,0.36,0.02,0.93,7.73,0.51
0,0.08,0.02,0.49,7.81,14.47
0,2.83,0.05,22.76,4.69,15.75
0,0.44,0.73,0.01,7.17,1.63
0,0.08,0.05,0.02,6.77,15.88
0,0.18,0.08,16.37,10.27,15.21
0,1.57,0.09,0.02,5.95,0.19
0,0.05,0.04,1.51,9.02,8.52
0,0.73,1.01,0.25,8.8,12.3
0,0.08,0.37,0.26,4.48,18.72
0,1.39,0.53,4.1,8.47,4.45
0,1.03,0.07,3.18,4.2,12.43
0,0.24,0.34,0.11,5.53,2.45
0,1.68,0.09,0.32,11.23,12.59
0,6.71,0.06,0.31,5.46,19.85
0,2.1,0.51,0.66,3.16,13.31
0,1.52,0.02,0.03,4.23,5.63
0,1.2,0.02,0.57,4.68,16.64
0,1.06,1.23,0.2,5.88,3.2
0,1.3,0.01,0.5,8,7.31
0,1.76,0.75,5.9,4.94,6.18
0,2.58,0.5,10.72,5.18,8.05
0,0.02,0.02,13.65,4.51,18.86
0,0.04,0.18,2.32,9.26,15.82
0,1.73,0.05,0.24,5.1,11.49
0,0.03,0.06,3.12,7.88,17.37
0,0.43,0.09,0.52,6.57,3.4
0,5.4,0.13,0.02,4.34,18.35
0,0.32,0.02,0.41,9.01,1.56
0,0.04,0.58,0.02,8.35,12.81
0,0.08,0.23,1.01,6.38,9.03
0,0.02,0.79,23.56,6.05,5.52
0,0.54,0.02,21.01,8.58,13.1
0,0.14,0.01,1.64,7.24,12.76
0,1.95,0.02,0.12,7.33,2.06
0,0.18,2.26,0.17,14.62,6.95
0,0.04,2.47,0.54,6.28,1.92
0,1.02,0.02,6.57,7.3,17.68
0,5.32,1.53,0.14,6.08,5.38
0,0.24,0.5,1.58,10.18,10.07
0,0.68,0.59,10.52,7.29,7.08
0,0.17,0.02,1.44,5.83,3.37
0,2.35,0.13,0.59,4.56,11.99
0,1.31,0.95,0.15,7.64,17.56
0,0.4,0.05,3.68,7.5,17.68
0,0.02,1.98,0.05,3.34,1.91
0,0.07,0.04,0.08,4.22,17.09
0,0.02,0.1,0.01,4.05,11.22
0,0.03,0.14,0.08,5.63,9.85
0,0.88,2.28,0.25,6.93,14.35
0,0.63,0.42,0.02,5.06,13.01
0,0.88,0.02,0.01,9.06,6.67
0,0.17,0.45,0.01,6.24,16.58
0,1.48,0.95,0.81,16.7,19.22
0,0.87,1.77,0.17,5.35,18.06
0,0.02,2.32,0.11,7.67,4.23
0,0.03,1.36,0.35,14.31,8.55
0,0.01,0.43,3.2,5.46,13.19
0,5.66,0.11,0.02,7.83,16.96
0,1.23,0.92,0.24,4.36,10.22
0,1.42,1.09,9.19,9.98,13.27
0,0.02,0.03,19.71,4.3,11.56
0,3.21,1.15,0.03,5.89,9.32
0,0.19,0.13,0.29,6.66,3.75
0,0.78,0.03,11.11,7.16,10.39
0,0.15,0.02,10.93,5.58,12.69
0,3.28,0.07,5.12,7.79,3.45
0,2.49,0.47,0.13,7.57,17.22
0,0.02,0.12,8.4,6.78,6.99
0,0.02,0.04,11.83,11.99,13.65
0,0.02,0.44,0.17,11.62,11.75
0,1.97,1.15,0.03,4.73,1.64
0,0.65,0.17,0.35,4.99,15.18
0,0.2,0.01,0.03,8.44,15.99
0,0.01,0.03,0.04,13.68,1.16
0,0.03,0.04,0.2,7.06,10.98
0,1.93,0.47,0.32,10.95,1.42
0,0.06,1.43,0.09,4.72,0.95
0,0.03,0.51,0.66,6.2,12.46
0,1.13,1.91,8.96,4.34,8.76
0,0.07,0.03,0.09,11.46,10.23
0,0.02,0.09,2.78,5.62,17.17
0,0.03,1.4,16.78,11.36,15.68
0,3.66,0.06,0.42,5.8,11.33
0,0.01,0.01,0.67,4.66,5.7
0,0.01,0.03,0.72,5.34,19.86
0,0.04,0.03,0.3,9.25,1.5
0,0.01,0.29,0.59,6.92,13.28
0,0.5,1.32,25.58,9.49,1.42
0,0.47,2.35,15.54,8.21,18.96
0,0.24,0.99,0.65,8.79,3.55
0,0.1,0.71,0.03,3.58,13.53
0,0.01,2.04,1.08,6.17,2.63
0,4.35,0.1,1.62,9.26,9.67
0,0.05,0.07,22.42,6.98,15.32
0,0.02,0.23,2.4,4.47,19.01
0,4.15,0.5,0.09,4.88,13.7
0,3.11,0.46,0.04,6.82,1.56
0,0.02,1.23,0.11,6.05,18.7
0,0.03,1.9,0.02,8.93,10.62
0,0.1,0.27,5.2,3.57,3.55
0,0.16,0.02,1.68,6.19,1.64
0,0.05,0.08,0.23,3.31,10.34
0,0.35,0.64,0.03,6.32,17.96
0,1.42,0.51,0.79,7.58,17.07
0,0.05,0.86,0.53,6.35,15.62
0,0.03,0.46,0.01,6.63,16.11
0,0.1,0.07,0.89,6.39,15.26
0,0.07,0.77,27.1,11.93,9.24
0,0.02,0.03,0.01,6.11,14.02
0,0.19,0.02,0.89,8.7,16.54
0,0.02,0.03,0.36,5.18,7.03
0,0.16,2.34,13.23,5.62,6.32
0,0.05,0.01,20.06,8.6,18.44
0,0.16,0.19,0.52,6.4,7.16
0,0.02,0.62,0.08,3.2,4.28
0,0.01,0.2,0.01,4.82,7.48
0,0.13,1.24,0.32,9.99,9.28
0,0.38,0.21,0.09,2.87,0.86
0,0.01,0.6,0.8,4.72,6.58
0,0.03,0.46,0.02,9.86,2.08
0,0.05,0.13,1.55,6.44,5.03
0,0.04,0.41,0.03,8.24,19.59
0,0.07,0.17,11.78,12.92,2.72
0,0.02,0.02,0.17,6.48,10.42
0,0.38,0.02,14.03,6.1,1.08
0,0.14,0.2,7.29,4.09,18.53
0,2,0.02,12.55,8.8,17.22
0,0.01,0.07,1.02,6.57,11.54
0,5.51,2.02,2.42,4.35,2.16
0,0.1,0.04,6.48,3.69,19.41
0,2.67,0.36,0.21,6.48,1.97
0,0.49,1.53,5.22,4.1,12.23
0,4.82,0.16,10.72,4.5,9.2
0,3.11,0.26,1.14,6.76,4.79
0,2.75,2.28,0.15,5.19,11.32
0,0.17,0.17,0.18,10.12,8.25
0,0.06,1.95,0.03,10.32,9.95
0,0.05,0.4,0.66,3.92,1.72
0,0.14,2.32,0.14,9.16,4.71
0,1.92,0.96,0.12,5.68,0.89
0,1.12,0.04,0.21,13.26,6.05
0,6.53,0.07,4.89,6.64,2.14
0,0.02,0.54,3.14,10,1
0,0.06,0.13,0.34,5.11,12.09
0,0.16,0.63,0.03,8.97,10.95
0,3.32,1.99,0.45,8.27,11.59
0,0.95,0.38,0.05,12.36,19.8
0,0.32,0.05,13.97,7.68,15.82
0,0.08,0.64,0.07,6.19,6.6
0,0.06,0.24,0.02,9.53,8.17
0,0.09,1,1.26,4.76,13.72
0,0.11,1.44,0.82,3.86,10.14
0,0.02,0.01,1.65,8.06,16.29
0,0.83,0.06,1.64,5.59,19.62
0,1.31,0.09,0.56,5.93,12
0,0.52,0.01,0.04,4.38,1.77
0,1.32,2.09,1.99,7.99,15.98
0,5.75,0.15,0.27,9.79,12.23
0,0.03,0.01,0.14,4.99,4.36
0,1.05,2.47,22.28,10.32,1.5
0,0.01,0.54,2.06,4.55,1.98
0,0.67,0.01,25.38,4.99,11.85
0,0.01,0.04,0.16,12.19,12.43
0,0.03,1.32,0.09,6.27,12.71
0,0.04,0.14,0.36,6.04,18.64
0,0.65,0.02,0.11,5.78,14.36
0,3.4,0.25,0.01,5.81,15.71
0,0.01,0.1,14.03,1.95,19.78
0,0.27,0.49,0.33,9.37,17.46
0,0.02,0.08,0.19,11.04,13.46
0,0.11,0.64,0.1,3.91,6.89
0,1.32,0.43,0.2,3.53,11.58
0,0.71,0.13,0.22,11.13,17.67
0,0.13,1.35,0.85,6.54,11.84
0,1.26,0.17,0.02,10.05,4.72
0,0.05,0.06,15.33,9.01,3.86
0,5.82,0.2,0.03,3.39,19.5
0,1.16,0.08,21.08,6.2,2.11
0,1.08,1.24,0.76,4.45,9.71
0,4.01,1.4,2.04,4,5.38
0,0.12,0.37,0.01,15.39,15.8
0,0.06,0.7,1.21,5.15,17.56
0,1.93,0.05,2.51,12.93,3.36
0,0.1,0.03,0.04,7.15,14.3
0,0.3,0.09,1.53,4.73,15.67
0,0.04,0.2,0.16,7.31,8.95
0,0.01,0.05,1.41,6.23,9.81
0,0.03,0.02,0.42,7.33,19.77
0,3.27,0.06,0.93,7.67,18.86
0,0.17,0.04,3.99,5.6,12.33
0,0.03,0.07,0.02,10.22,6
0,0.02,0.04,23.47,4.38,2.83
0,3.4,0.37,1.17,9.21,19.94
0,5.58,0.68,0.03,5,5.72
0,0.44,0.69,0.29,4.71,16.11
0,0.72,0.01,0.23,4.79,13.2
0,1.72,0.11,23.88,6.11,17.24
0,0.08,0.01,18.46,4.49,19.85
0,0.01,0.07,9.14,5.26,15.01
0,2.04,0.64,0.03,4.82,9.18
0,0.07,0.95,0.5,6.19,2.06
0,0.22,0.37,26.84,6.03,13.37
0,1.4,0.28,0.79,6.03,7.27
0,2.41,1.17,0.11,11.27,16.25
0,0.16,0.17,6.25,5.75,17.33
0,3.76,0.26,0.39,4.49,1.9
0,1.26,0.04,5.33,6.59,6.71
0,0.01,0.01,1.22,5.08,1.73
0,0.3,0.23,0.03,7.68,19.25
0,0.03,0.51,4.84,7.11,3.98
0,0.63,0.43,1.66,8.17,13.06
0,0.71,0.34,16.35,7.76,10.14
0,0.75,0.38,1.07,5.59,14.9
0,0.02,0.56,19.98,6.61,14.23
0,0.05,0.03,0.07,7.7,15.92
0,0.02,0.16,0.09,6.34,15.34
0,6.07,0.02,0.01,6.55,3.34
0,0.28,0.18,1.15,5.17,2.37
0,3.73,0.18,0.06,3.43,8.77
0,1.62,0.03,5.84,7.55,6.38
0,1.33,0.19,10.54,8.72,1.3
0,0.3,0.77,0.4,4.55,0.12
0,1.25,0.21,0.71,5.9,9.46
0,1.68,2.16,17.26,7.42,6.63
0,0.36,1.13,2.55,5.51,8.1
0,1.63,0.05,0.89,8.23,18.18
0,6.41,0.02,0.01,5.01,19.02
0,0.17,1.44,29.85,7.42,12.52
0,1.49,0.04,8.73,6.05,6.41
0,0.02,1.67,0.08,5.47,10.04
0,0.01,0.32,9.78,6.66,7.06
0,0.02,0.48,15.07,8.09,13.69
0,0.01,0.52,0.01,7.25,19.44
0,0.01,0.02,0.32,6.43,2.87
0,0.01,0.94,0.02,4.57,6.4
0,0.42,1.47,0.39,4.8,17.11
0,0.01,1.5,0.16,9.86,2
0,0.04,0.12,0.03,6.15,11.62
0,0.22,1,0.26,5.34,6.43
0,1.17,0.16,0.07,6.18,8.01
0,0.25,0.21,0.71,7.38,12.08
0,0.04,0.12,2.56,4.43,5.62
0,0.02,0.38,0.05,6.29,8.34
0,3.78,0.07,0.01,5.51,0.7
0,0.02,1.39,0.03,9.11,16.5
0,3.35,0.06,0.04,6.13,1.25
0,0.02,2.37,4.67,6.87,14.03
0,1.03,0.02,0.2,4.53,19.05
0,0.16,0.2,5.3,6.14,9.74
0,6.87,0.41,0.09,5.65,17.2
0,0.24,0.39,20.65,5.76,7.85
0,0.02,0.01,0.74,11.11,4.98
0,0.24,0.03,7.33,7.25,5.52
0,0.28,0.03,5.57,6.38,7.31
0,0.37,0.04,0.21,7.86,10.95
0,0.16,2.36,8,5.69,13.09
0,0.02,0.1,0.02,7.83,6.3
0,0.62,0.02,23.18,9.35,8.71
0,1.82,1.49,0.48,6.16,1.79
0,4.22,0.02,0.16,7.4,7.52
0,0.31,0.02,21.54,5.86,13.9
0,0.03,0.72,1.16,6.59,2.18
0,0.46,0.36,0.12,6.2,12.17
0,4.43,0.02,7.4,8,5.67
0,0.23,0.08,6.87,6.29,6.64
0,0.03,0.58,6.72,3.99,17.81
0,0.48,0.12,0.59,7.69,8.6
0,2.68,0.07,0.05,8.86,6.06
0,5.69,0.48,0.03,6.65,13.34
0,4.75,0.08,0.45,5.81,7.94
0,1.68,0.09,9.75,7.44,9.73
0,0.32,0.02,1.43,4.52,2.49
0,0.75,0.24,0.67,3.61,6.23
0,0.19,0.02,13.36,6.98,7.85
0,2.29,0.05,1.34,11.38,12.54
0,3.44,1.02,0.46,6.3,5.3
0,0.4,2.08,0.03,6.76,9.89
0,0.08,2.25,0.02,5.28,16.99
0,0.61,0.98,0.01,5.47,9.97
0,1.21,0.02,4.98,4.91,15.11
0,0.1,0.19,0.9,5.45,7.62
0,0.2,0.6,0.14,3.4,19.99
0,0.93,0.02,0.11,5.04,3.39
0,2.7,0.81,0.79,9.37,16.65
0,0.15,0.44,1.22,12.56,13.85
0,0.44,1.07,27.04,4.51,10.38
0,0.29,0.02,25.75,8.07,17.09
0,0.44,0.01,0.04,5.61,16.53
0,0.22,0.06,0.5,4.12,7.75
0,3.14,0.35,0.09,4.98,2.33
0,0.76,0.64,13.96,6.77,12.22
0,1.28,0.81,2.93,5.79,17.37
0,0.1,0.67,0.12,4.46,2.37
0,0.74,0.04,0.84,7.06,9.52
0,0.17,0.02,0.04,6.52,15.14
0,0.03,0.84,0.09,5.53,13.88
0,2.83,0.19,0.37,4.77,1.86
0,0.64,1.03,0.05,5.95,18.55
0,0.71,0.69,0.07,8.69,6.18
0,0.83,0.04,0.02,9.38,17.86
0,1.26,0.63,3.89,4.4,14.95
0,0.06,0.04,2.96,7.59,1.65
0,0.04,2.37,16.77,5.27,9.31
0,0.33,0.04,0.78,6.82,5.22
0,0.32,1.19,0.17,6.44,2.76
0,4.77,0.22,0.26,9.28,1.05
0,3,0.7,1.67,3.28,10.13
0,1.92,1.26,2.74,8.09,17.39
0,0.91,0.02,0.78,9.01,17.79
0,0.04,0.03,0.08,7.35,1.03
0,2.55,0.57,0.58,10.36,13.53
0,3.65,1.89,0.07,6.25,5.55
0,0.01,0.12,16.01,3.22,15.05
0,0.26,0.13,1.9,6.95,18.68
0,0.19,0.19,0.77,3.15,14.19
0,0.09,0.78,0.03,5.31,6.43
0,0.69,0.58,0.75,8.51,7.11
0,4.05,0.4,2.77,6.94,8.4
0,0.01,0.07,4.12,4.67,18.86
0,0.36,0.24,0.07,3.34,5.9
0,1.31,0.04,0.29,8.33,17.14
0,0.06,0.5,3.21,4.96,3.45
0,0.01,0.02,5.86,9.08,2.35
0,0.11,0.91,0.22,7.75,2.57
0,0.1,0.26,0.06,5.2,5.11
0,0.02,0.03,0.03,6.57,9.64
0,0.16,0.24,6.24,8.1,3.23
0,4.79,0.13,1.19,6.33,3.88
0,1.42,0.24,0.05,8.1,1.85
0,0.51,0.21,0.14,6.74,6.89
0,3.1,0.05,0.45,6.97,15.23
0,1.64,0.01,6.79,7.08,3.03
0,2.78,0.16,0.2,2.82,12.18
0,0.85,0.06,0.55,4.15,17.48
0,0.02,2.23,0.56,4.47,16.34
0,4.12,0.02,0.68,7.7,13.64
0,0.21,0.76,7.91,6.4,7.62
0,0.14,0.92,3.01,4.75,2.86
0,0.09,1.8,0.5,7.47,16.05
0,4.98,0.16,8.36,6.34,9.72
0,0.53,0.19,0.01,4.04,5.83
0,0.67,1.42,0.06,11.29,15.63
0,0.32,0.22,0.14,5.58,6.89
0,1.38,0.13,12.4,4.25,5.71
0,0.04,0.62,5.73,7.54,17.91
0,1.77,1.62,0.46,7.05,18.88
0,3.4,0.02,0.11,6.19,18.2
0,0.15,1.98,0.04,6.28,11.71
0,0.04,0.02,19.15,6.44,9.83
0,0.04,0.03,0.03,3.81,8.02
0,0.84,1.16,1.45,6.97,3.96
0,0.8,0.02,5.45,5.94,7.36
0,1.58,0.41,0.02,6.8,8.99
0,0.02,0.51,0.55,11.1,7.15
0,1.93,1.38,0.02,5.97,19.44
0,0.3,0.09,0.08,5.97,8.42
0,0.07,0.01,0.02,6.69,6.26
0,0.69,0.13,2.63,6.27,9.96
0,1.35,0.02,1.2,7.7,2.64
0,0.27,0.01,0.04,8.94,0.53
0,0.19,1.57,0.05,4.05,13.18
0,2.07,0.03,0.23,6.39,2.53
0,0.11,2.36,2.64,6.13,1.96
0,4.25,0.13,20.67,14.03,14.86
0,0.35,0.04,6.95,3.97,15.75
0,2.39,0.03,0.05,10.04,7.47
0,0.02,0.02,0.06,4.28,7.13
0,0.03,2.32,1.91,7.92,11.52
0,0.03,0.01,5.28,5.26,13.26
0,1.01,0.45,0.73,7.12,0.98
0,5.29,1.03,18.71,5.59,10.21
0,1.2,0.07,0.63,6.34,4.54
0,0.64,1.48,0.01,5.16,13.28
0,2.02,0.02,2.86,4.16,12.63
0,3.17,0.07,0.26,7.76,2.91
0,0.43,0.01,0.29,3.28,3.87
0,0.08,0.68,1.17,7.16,4.3
0,0.93,0.1,5.71,5.46,5.35
0,1.32,0.06,0.75,4.68,5.62
0,0.43,0.12,0.84,9.37,9.71
0,0.99,0.07,0.3,3.38,17.96
0,0.02,0.05,0.01,10.68,17.85
0,0.05,0.41,0.03,5.97,12.91
0,0.06,0.02,0.02,3.85,12.07
0,0.02,0.21,15.69,4.93,19.19
0,0.74,0.02,0.03,8.97,18.03
0,2.07,0.13,0.3,11.74,19.09
0,0.71,0.05,18.08,5.55,4.79
0,0.85,0.14,9.89,9.32,5.5
0,3.38,1.63,0.77,9.47,8.94
0,0.16,0.25,8.62,5.27,4.95
0,1.48,0.65,0.04,9.98,3.48
0,0.29,0.31,0.04,6.97,15.67
0,0.47,0.55,1.31,7.79,16.71
0,0.21,0.05,0.09,6.52,13.86
0,0.34,1.53,0.09,8.53,1.48
0,0.7,1.17,11.32,7.38,17.17
0,1.67,0.28,0.8,6.83,0.31
0,0.61,0.46,0.07,4.38,2.39
0,0.02,0.03,3.3,5.11,10.02
0,2.52,0.64,9.53,6.29,9.2
0,4.38,0.55,0.01,7.64,17.97
0,0.52,0.21,0.43,6.56,16.09
0,0.01,0.58,29.14,9.52,14.64
0,0.51,0.01,28.5,7.57,6.14
0,3.65,0.26,12.19,5.5,2.72
0,2.95,0.15,0.02,4.9,15.47
0,1.17,0.63,3.91,7.83,3.01
0,0.05,0.33,0.05,5.89,5.48
0,1.44,0.09,2.58,4.48,17.09
0,1.59,0.39,1.05,7.46,6.77
0,0.93,0.11,0.36,7.81,13.04
0,0.23,0.08,0.04,4.72,1.77
0,1.07,0.06,1.74,13.22,4.06
0,0.04,0.02,0.08,5.32,11.7
0,3.32,0.24,5.61,9.6,18.59
0,0.07,0.39,4.63,4.03,13.45
0,0.01,0.8,0.27,9.96,13.56
0,0.03,1.24,2.71,5.47,12.2
0,6.56,1.53,0.03,5.78,2.94
0,0.32,0.12,0.04,9.87,2.15
0,1,0.11,5.66,5.9,16.15
0,0.04,0.01,0.04,5.94,9.91
0,0.31,0.09,19.07,7.74,7.23
0,0.45,1.83,2.13,7.38,5.61
0,0.01,0.04,1.05,10.25,6.33
0,1.7,0.03,14.9,5,12.55
0,0.07,0.9,0.26,5.82,3.05
0,0.91,0.02,15.02,5.02,12.43
0,0.4,0.02,0.84,6.36,5.98
0,0.02,0.01,0.67,3.21,8.01
0,0.35,0.01,7.46,6.11,12.27
0,4.71,0.09,0.63,6.5,19.39
0,0.03,0.02,1.56,6.02,12.23
0,3.51,0.41,9.37,6.68,8.12
0,0.12,1.18,20.68,4.32,13.1
0,0.22,0.01,7.95,5.17,14.18
0,0.74,1.66,0.39,5.76,1.48
0,0.07,0.35,0.1,7.02,11
0,4.82,0.15,2.66,8.3,5.09
0,1.57,0.02,9.02,8.09,18.37
0,0.09,0.07,0.17,5.69,4.12
0,1.3,0.61,8.21,5.34,5.78
0,4.83,0.04,4.81,6.8,17.12
0,0.28,0.56,6,5.34,7.98
0,0.05,0.02,0.46,4.12,17.3
0,0.61,1.01,3.12,11.7,8
0,0.04,0.75,0.04,4.1,14.58
0,6.38,0.17,0.02,5.64,17.71
0,0.01,0.04,0.06,7.54,7.8
0,0.02,0.1,0.02,9.35,19.12
0,0.07,1.34,0.01,4.44,7.35
0,1.26,0.18,0.85,5.52,5.11
0,2.81,0.14,1.4,3.91,6
0,0.92,0.03,4.25,6.24,13.96
0,0.08,0.17,18.53,4.64,15.66
0,0.12,0.18,0.2,5.67,15.1
0,0.17,0.03,9.35,6.91,10.34
0,0.39,1.07,0.25,8.03,9.62
0,5.31,0.05,1.97,3.24,15.89
0,0.14,0.08,0.15,4.16,1.38
0,0.78,0.02,16.38,5.7,5.83
0,0.25,0.13,2.57,6.72,6.76
0,0.13,1.75,1.21,7.88,7.6
0,0.24,2.12,2.84,4.93,4.53
0,0.03,0.25,0.1,7.13,10.57
0,0.13,0.05,5,7.19,16.01
0,3.64,1.57,3.83,3.51,18.76
0,4.34,2.08,0.71,6.98,18.48
0,0.03,1.61,0.07,4.57,5.62
0,3.23,0.03,0.03,4.94,9.42
0,0.01,0.09,0.03,11.64,1.16
0,3.55,0.09,0.18,4.76,6.49
0,0.73,0.6,18.95,4.69,13.73
0,2.37,0.15,0.88,7.71,16.85
0,0.01,0.12,0.07,8.54,13.2
0,0.15,0.18,0.11,8.8,4.61
0,0.5,0.44,0.05,4.3,1.71
0,0.09,0.06,0.12,7.17,16.74
0,0.06,1.87,8.72,6.27,1.9
0,0.67,0.08,0.45,7.69,5.08
0,0.02,0.04,11.13,8.65,2.77
0,0.2,1.69,0.02,4.91,10.96
0,0.12,0.53,0.62,9.37,6.99
0,0.8,0.12,2.45,4.19,17.35
0,0.48,1.9,0.07,4.45,17.42
0,0.93,1.04,0.11,4.39,9.57
0,0.08,0.05,0.03,10.05,7.31
0,0.02,1.25,1.21,6.54,16.02
0,0.37,0.72,0.42,10.72,12.79
0,3.07,0.56,1.03,7.55,9.35
0,0.08,2.43,3.77,8.8,5.22
0,6.84,1.52,4.4,5.85,11.43
0,2.48,0.2,1.45,11.41,7.15
0,0.05,0.79,0.87,6.72,18.18
0,0.15,0.18,1.84,10.08,16.23
0,0.02,0.21,2.61,3.7,14.51
0,0.03,1.96,0.13,7.13,11.94
0,0.09,0.06,0.01,5.25,12
0,0.5,1.35,8.96,8.91,7
0,0.05,0.28,2.4,7.63,12.35
0,0.83,0.18,6.8,3.14,6.91
0,0.07,0.11,16.01,6.62,17.71
0,4.64,0.53,0.04,11.47,11.5
0,1.33,0.03,0.27,7.95,12.19
0,1.39,0.04,0.26,7.83,8.23
0,0.46,0.36,0.51,8.91,4.03
0,0.03,0.03,1.69,10.31,16.96
0,6.68,1.99,3.38,6.76,11.58
0,1.83,0.36,0.01,11.23,14.48
0,5.53,0.08,0.02,7.42,5.82
0,6.52,0.03,0.45,6,3.72
0,0.05,0.11,0.02,8.68,8.48
0,0.38,0.1,0.23,8.1,12.26
0,0.49,0.28,10.18,7.91,13.92
0,2.42,0.11,0.98,5.96,19.06
0,3.69,0.03,7.92,7.8,4
0,0.22,1.63,4.41,4.76,1.04
0,0.37,1.76,0.09,6.61,6.42
0,3.73,0.04,1,6.28,7.54
0,0.01,0.19,1.84,4.05,10.07
0,0.63,0.01,0.36,6.65,7.46
0,0.88,0.97,2.44,7.25,18.51
0,2.48,0.38,3.11,6.62,10.57
0,0.21,0.06,2.66,7.37,11.1
0,1.43,0.02,0.25,7.26,5.37
0,0.78,0.14,1.26,2.96,10.23
0,3.96,0.05,0.85,11.46,10.64
0,0.18,1.7,10.76,8.56,1.29
0,0.05,1.02,0.03,10.39,9.09
0,1.15,0.11,2.52,7.66,10.87
0,0.16,0.05,0.31,7.05,8.31
0,0.42,0.02,10.43,6.77,18.37
0,4.09,0.6,1.83,6.56,12.14
0,5.11,0.07,0.97,10.11,7.56
0,0.43,0.46,0.01,9.75,19.31
0,5.22,0.78,7.85,6.57,10.11
0,0.02,1.02,0.74,4.67,13.85
0,1.56,0.1,5.81,6.16,19.21
0,0.04,0.34,15.47,4.04,9.88
0,0.57,0.72,2.7,13.12,11.27
0,2.35,0.03,0.07,5.61,17.74
0,0.02,1.32,2.38,4.37,16.65
0,0.01,0.02,0.94,7.17,12.23
0,0.19,0.06,0.02,9.55,8.66
0,2.15,0.01,1.57,7.2,10.51
0,0.17,0.03,0.28,5.33,14.3
0,0.01,0.51,0.04,7.85,12.1
0,0.15,0.09,3.4,3.31,6.9
0,0.03,0.02,0.39,11.73,19.22
